Title,Description,User_Notes,Status,Original_PB_Status,PB_ID,Needs_Enrichment
Exclude filter in audience,,,Under Review,New idea,18067163,Yes
FM&E Free Trial,"## 📒 **Feature short description:** We need to work on implementing a new feature allowing any potential Feature Flag user to create their own account on their own\. An account created by this process will be considered ""free trial"" and will be subject to the following limitations: - Up to 10 user accounts - Access only to the Feature Flag package - 30\-day free trial before account is blocked ## 😥 Problem **Problem statement:** We would like our users to be able to create their own account by themselves\. Currently, our CSM are taking care of the account creation\. We would like to scale and provide this feature to a wider audience to promote our FM&E solution\. **Workaround:** - **Existing workaround:** No ## 💡 Solution **Key benefits**: - Ability to sign up to the FM&E offer with a 30\-day free trial **Use Cases:** - Try FM&E for free - Allow prospects to discover FM&E on their own **✏️ Product design:** - **Product package:** Feature Management - **Product scope:** - new page called register - admin BO - Kameleoon app menu - team page - **Target Persona**: \- - **Main updates:** Too long to be described --- ## 📄 Attached documents - **Figma file**: [Embedded content](https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Ffile%2FqurQWc8AFVkCroozw03SS6%2FUS---Free-Trial-Sign-In%3Fnode-id%3D69%253A3819%26t%3Dm3iGHqa3bEo3KgM4-1) - **Spec file**: - **Redmine ticket**: - **Image:** :3",,Complete,Released,18094647,No
User Account Limit in Admin BO,"## 📒 **Feature short description:** Describe what the feature does\. ``` The Developer Tools squad must work on setting up a new option in the Administration Back-Office. This new option will limit account creation to a maximum of a specific number of user accounts if it is activated on a customer account. Therefore, this specific maximum number of user accounts can be defined in the Administration Back-Office, per customer. ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic",,Complete,Released,18095016,No
Migration to the new data API endpoints,"## 📒 **Feature short description:** ``` This is just a migration to the new endpoints. Purely internal, no added value. ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic",,Complete,Released,18115974,No
Users page - User last login information,,"

---
**User Feedback:**
- Be able to see the last login in the team pageand be able to sort and filter by last logged in in the team pageA way of cleanup unused accountRequested by BPCE",Planned,Candidate,18157548,Yes
New status actions from the dashboard,,"

---
**User Feedback:**
- Pouvoir planifier depuis le dashboardAjouter une date d'arrêt après lancement Modifier une date de débutTout ça depuis le dashboardGroupe Eram",Under Review,New idea,18158113,Yes
Email alerting,,,Planned,Planned,18272768,Yes
Pause / Resume Rules,"## 📒 **Feature short description:** Allow users to pause any rule and resume it whenever they want\. ## 😥 Problem **Problem statement:** As a PM or Tech lead, when I want to pause an ongoing feature experiment or a delivery rule, I can’t ONLY pause the experiment without interrupting my rollout\/testing cycle\. I can either delete the rule and create another one later, which invalidates findings, or add an end\-date to schedule it to turn off\. Or, I turn off my feature flag from the toggle, which pauses the rule but also all delivery rules and experiments for the FF\. **Workaround:** - **Existing workaround:** Not really ## 💡 Solution **Key benefits**: - Pause\/Resume button inside each card's menu ![](https://pb-files.s3.amazonaws.com/production/attachments/1eb810c865a5bffa671671420c0a63829461af0f8d6eab5d53529ef2fa9f7587/image.png) ![](https://pb-files.s3.amazonaws.com/production/attachments/54b211b4fbfaf4724f2852242f45eaf21dd005f4200ff8ca8aef3c67d7797995/image.png) - Rule card also changes appearance and shows paused status\. ![](https://pb-files.s3.amazonaws.com/production/attachments/4e6b341ab03e0bf54b0ff27a1d776715e50e1d3a041484362f0799103cc06b91/image.png) - Paused rules are simple ignored at runtime\. **✏️ Product design:** - **Product package:** Feature Management and Experiment - **Product scope:** Rollout Planner - **Target Persona**: PM, Developer - **Main updates:** ## 🎯 **Measuring Success** - **Goal 1:** Drive more users to use this feature - **Success metric:** Feature adoption --- ## 📄 Attached documents - [Figma designs](https://www.figma.com/file/Q37Nq3NElREN6gWJkHyNXY/US---Resume-%2F-Pause-FX?node-id=1%3A850&t=Tnkt1eDc4O3YdmyC-0) \(use interaction\) - Redmine ticket:",,Complete,Released,18344721,No
Rule Naming,"## 📒 **Feature short description:** Allow rules to be named, to increase customisability of rollout rules\. ## 😥 Problem **Problem statement:** As a PM or Tech lead, when I have several rules, it is hard to identify what each rule does since all rules of the same type have the same name\. Also, when looking at my experiments dashboard list, all experiments have the same name ""Experiment""\. It can be hard to discern between them\. **Workaround:** - **Existing workaround:** None\. ## 💡 Solution **Key benefits**: - Add rule naming with duplication validation applied\. Rule name is also reflected in the rule queue\. ![](https://pb-files.s3.amazonaws.com/production/attachments/3611ecb9f5d65bf5c62945df00d602f00101a9eb0b3d70a1b99f3f31802c7eae/image.png) **✏️ Product design:** - **Product package:** Feature Management and Experiment - **Product scope:** Rollout Planner - **Target Persona**: PM, Developer - **Main updates:** Additional field added in the rule config screen on the right side\. ## 🎯 **Measuring Success** - **Goal 1:** N\/A - **Success metric:** Feature adoption --- ## 📄 Attached documents - Redmine ticket: [https:\/\/project\.kameleoon\.net\/issues\/20205](https://project.kameleoon.net/issues/20337)",,Complete,Released,18345103,No
Segment builder - Migration to REST API,,"

---
**User Feedback:**
- expected!",Complete,Released,18345673,Yes
Premium Widget offer,,,Complete,Released,18346348,Yes
Image editor (including crop),,"

---
**User Feedback:**
- Important since the widget editor is becoming more powerful and used than the wysiwyg itself :)
- Great tool!",Complete,Released,18346359,Yes
Progress bar element,"## 📒 **Feature short description:** Describe what the feature does\. ``` Allow our customers to add progress in their widgets, with the ability to choose a specific rule to calculate the progression rate. ``` ## 😥 Problem **Problem statement:** What problem are we trying to solve with this feature? Or, what is the opportunity we are addressing? ``` As a marketer, I want to be able to cover different use cases: * Clearly indicate the user ""how far"" s.he is from achieving a goal. example: what is the remaining amount to be added to the cart in order to benefit from a discount or a specific offer * Better indicate the completion rate when the user is requested to accomplish multiple steps. * Create an ""urgency feeling"" displaying a progress bar. ``` Note that this feature is proposed by our competitor A\/B Tasty \(see image below\)\. ![](https://pb-files.s3.amazonaws.com/production/attachments/c178dbbf557a1b5a31b6b7b21ae7097856a08624e6d823ed5b9bb8aee46c2dd9/image.png) **Workaround:** - **Existing workaround:** Yes \(partially\) - **Workaround description:** Users need to add countdown element, and then hide all the elements of the countdown \(except the countdown\)\. But it partially covers the user needs since it is only based on the time\. ## 💡 Solution **Key benefits**: What value does this feature bring to the user? ``` Cover more personalization use cases, to better encourage users to perform a specific action, or to better guide them. ``` **✏️ Product design:** - **Product package:** AI\-driven Personalization - **Product scope:** Widget editor - **Target Persona**: Marketer **Main updates:** - Addition of a new ""Progress bar"" element - Default value: Ability to manually define a default value for the progress bar on each screen - Events: ability to manually set the % of the bar with events \(for example if the user does this in the widget, then the % changes to Y\) - Dynamic value: ability to assign an automatic progress value based on a custom data\. ``` We would then ask for three fields: - the name of the CD (it must be a numerical CD) - what value the 0% corresponds to (0 by default) - what value corresponds to 100% (default is 0) ``` - Dynamic value, based on time \(like today with the countdown element, when we hide all elements except progress bar\) --- WILL BE FILLED LATER ## 🎯 **Measuring Success** - **Goal 1:** indicate the goal of this topic - **Success metric:** indicate the key indicator of success that will measure the achievement of goal 1 ``` Copy and paste previous paragraph for each goal attached to this topic. Report to PDB Template - Slide 13 for examples ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- widget editor : add a progress bar tool that you could use for example to indicate the amount left before reaching the free delivery. Important cause ABTasty has it in their widgets
- Nice addition to the widget editor",Complete,Released,18394055,No
"Addition of ""premium"" widget templates",,"

---
**User Feedback:**
- Surely useful
- Would like to know more about it :)",Complete,Released,18549579,Yes
Theme Builder,"This feature is aimed at Entreprise Customers\. It will allow admins to create a design system for the widget editor: - definition of typography: choice of fonts and font styles for all the text elements - definition of a color set - definition of preset components Then, when regular users will create their widgets, they will be able: - for their text elements, to choose the typography type of each element \(h1, h2, \.\.\. or normal\) - for colors, to have shortcuts to the design system palette - for elements, a new section ""preset elements"" will appear, with the library of all preset components Admins should also have the option to force regular users to only use elements coming from the design system\.","

---
**User Feedback:**
- I need to elevate the use of Kameleoon to some other users, with a no code solution, so it would be of great use !
- Super useful to avoid ""christmas tree"" websites :)
- The customer would like the ability to copy one screen from a widget to another. Example: Widget A has 3 screens ( Welcome / Input / Thank you) Widget B has 2 screens (Promo / Thank you) &gt;&gt; It would be great to copy the Thank You screen from Widget A and paste it on Widget B; so we don't have to do it all over again.
- Requested by Orange
- To design CI-Tests.
- As more and more non designers in our company can build widgets, it's extremely important that we implement our design system, so that we only test things we actually want to buid. Preferably we would like to export our Figma library
- client of mine wants to be BETA client
- Be able to customize the color palette associated with the site in the graphic editor by adding, modifying or deleting colors.
- On the widget studio, being able to upload font policy and the set of colors from the company (once) and then being able to use it on all widgets.This question is very often asked during presales calls and is mandatory for using AI widget (without the color set of the company, the feature is not usable)
- I confirm this is very often asked during demos
- AB tasty doc : https://support.abtasty.com/hc/en-us/articles/8443041270812-How-to-declare-your-Widget-Theme
- very very important, especially for AI widget
- Apply an existing font to all the widgets or to a single widget would be nice. For example, defining Montserrat as the default font would be great. It would allow that all existing text on widgets have this font or when creating a new text element the font is automatically applied to it.Paris Fashion Shops would like to have this feature.
- We want to be able to upload our Corporate Font Families so we can easier build our projects.
- Would help a lot when creating widgets. Usually all widgets will consist of the same CSS according to the brand guidelines. So to not have a template that takes this into account for each new widget created seems like forcing the editor to do a lot of unnecessary work",In Progress,Development in progress,18549993,No
Limit to 100 responses per month in Free plan,,,Closed,Rejected,18550254,Yes
Date element - Add date formats,All the dates are displayed like this in the widget editor : dd\/mm\/yyyy ![](https://pb-files.s3.amazonaws.com/production/attachments/0376dd38448a4842dd12ecde9eaeafa4a665866a96b8eab6ef5420dba53b0463/image.png) We should allow the user to choose the date format\. It is important for US customers for example\.,,Planned,Candidate,18606948,No
Enhance overlay of planned personalizations,"**Problem:** In case a user planned a personalization, its status switches to ""planned"" which is normal\. Yet, we have no clear indication on the Personalization dashboard at which date the personalization will be launched online\. Thus, in order to get this information, the user is forced to open the Personalization Creation Page and look how the scheduling is defined in the ""advanced settings"" option \(which is quite time consuming\) **What should be done?** For all planned personalization, when ""scheduling"" is defined, in the overlay that is displayed on hover over the ""information"" icon, in ""Key dates"" section, add a line : ""Next scheduled release date"", with the date & time of the beginning of the next schedule\. This information should only be added while the personalization gets the ""planned"" status\. Note that this feature also makes sense for Experiment squad \(see with Interface squad\)\. *This problem was discussed on slack and visio with Cernst on 20\/03\/2023*",,Under Review,New idea,18607071,No
Sequential testing,"## 📒 **Feature short description:** Describe what the feature does\. ``` Sequential Testing allows users to continuously monitor the performance of different variations in an A/B test and make informed decisions as soon as statistically significant results are achieved, without the need to wait for a fixed sample size to be reached. ``` ## 😥 Problem **Problem statement:** What problem are we trying to solve with this feature? Or, what is the opportunity we are addressing? ``` Traditional A/B testing methods often require a predetermined sample size and fixed testing duration, which can lead to inefficiencies and delayed decision-making. In many cases, users are left waiting for extended periods before they can confidently choose a winning variation or halt underperforming ones. This approach is suboptimal in scenarios where quick decisions are essential, such as optimizing conversion rates, user engagement, or revenue generation. Sequential Testing aims to address these limitations and provide a more flexible and efficient testing framework. ``` **Workaround:** - **Existing workaround:** Yes - **Workaround description:** : Users can manually check his experiment's results on all the existing segments to see the test's result on each\. ## 💡 Solution **Key benefits**: What value does this feature bring to the user? ``` -Faster Decision-Making: Sequential Testing enables users to make decisions as soon as statistically significant differences between variations emerge, reducing the time required to reach conclusive results. -Resource Efficiency: Users can optimize their testing resources by stopping underperforming variations early and reallocating traffic to more promising ones, leading to cost savings and better allocation of resources. -Improved User Experience: By quickly identifying and implementing winning variations, organizations can enhance user experience, drive better engagement, and ultimately improve key performance metrics. -Adaptive Testing: The feature adapts to the actual behavior of users, ensuring that if a significant difference exists, it will be detected with high probability while minimizing the risk of making incorrect decisions due to random fluctuations. ``` **Use Cases:** Share use cases where this feature would help our users\. ``` This feature can be used for each AB test. ``` **✏️ Product design:** - **Product package:** All packages\. - **Product scope:** Result page\. - **Target Persona**: Marketer \/ Product Manager - **Main updates:** - Addition of a toggle to choose between sequential or classic approach\. ## 🎯 **Measuring Success** - **Goal 1:** The goal is to align with our competitors who offer this feature\. - **Success metric:** Number of customer running a sequential experiment\. --- ## 📄 Attached documents - **Figma file**: - **Spec file**: - **Redmine ticket**:","

---
**User Feedback:**
- One of the top differentiators in test analysis would be having this capability",Complete,Released,18626273,No
Global KPI detail,Provide detail per experiment of each experiment contribution to the global ROI\. As well as improve the selection rules for an experiment \/ perso to be included in the computations\.,,Under Review,New idea,18626338,No
Dynamic links in Widgets,"## 📒 **Feature short description:** Allow customers to use variables inside their URLs \(for button and links elements\) using custom data: ***\{\{customerValue\}\}*** ## 😥 Problem **Problem statement:** Today, all the URLs a user can define on the Widget editor \(in buttons or link elements\) are static\. Thus, it is for the while not possible to redirect users to a ""dynamic"" URL, composed of a parameter that can be specific to the user\. **Workaround:** - **Existing workaround:** No, without coding ## 💡 Solution **Key benefits**: Allow deeper personalization and better user tracking by allowing to pass variables in the URL\. **Use Cases:** - As a marketer, I want to redirect the user to a really specific and customized page\. - As a marketer, I need to track the actions of each individual users exposed to the personalization **✏️ Product design:** - **Product package:** AI\-driven Personalization - **Product scope:** Widget editor - **Target Persona**: Marketer - **Main updates:** In bullets, concisely describe what your solution consists of: - Link element : in section URL, addition of a ""custom data option"" \(same design as for the text block, with a unique icon in the top bar\) - Events section \> Add action \> URL \> Go to URL \> URL field : transform URL field, with the exact same change as above\. \-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\- Will be filled later \-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\- ## 🎯 **Measuring Success** - **Goal 1:** indicate the goal of this topic - **Success metric:** indicate the key indicator of success that will measure the achievement of goal 1 ``` Copy and paste previous paragraph for each goal attached to this topic. Report to PDB Template - Slide 13 for examples ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- [WIDGET EDITOR]Avoir la possibilité de rajouter des variables et des CustomData dans les URL de redirections (ex: sur l'élément 'Link')",Complete,Released,18676846,No
Funnel management,"Ability for users to define funnels \(either during campaign configuration, or on results page\)",,Under Review,New idea,18727231,Yes
Variables in texts based on users' input fields,"## 📒 **Feature short description:** All the widgets using form elements are made to collect users' inputs\. This feature allows to make a part of the text dynamic, allowing to insert in the text the value indicated by the user in any field of the form\. ![](https://pb-files.s3.amazonaws.com/production/attachments/69f45fb7054f9939be747444b280e2c2cd2b6b162752c880f18edd0b3d3bde1a/image.png) ## 😥 Problem **Problem statement:** This feature solves the problem of collecting user input and integrating it dynamically into the application\. Prior to this feature, using a custom data or coding was needed, which could be time\-consuming and prone to errors\. With this feature, the process is automated, reducing the workload of our users\. Additionally, the feature provides a more personalized experience for users by allowing dynamic text that incorporates their input, which enhances user engagement and satisfaction\. Overall, the feature solves the problem of manual data input and enhances the user experience in the application\. **Workaround:** - **Existing workaround:** Yes - **Workaround description:** We can use custom data\. But it is time consuming and can be too technical for some marketer users\. ## 💡 Solution **Key benefits**: - **Provide a more customized experience\.** Indeed, the feature provides a more personalized experience for users by allowing dynamic text that incorporates their input, which enhances user engagement and satisfaction - **Create more engaging widgets with ease**\. Prior to this feature, using a custom data or coding was needed, which could be time\-consuming and prone to errors\. With this feature, the process is automated, reducing the workload of our users **Use Cases:** Here are two concrete examples: - Save the user time in multi\-step forms: Let's say you are creating a subscription form for an online service that requires the user to fill out multiple steps\. The first step could include fields for the user to enter their email address and password\. The dynamic text feature could be used to automatically populate the user's email address in the subsequent steps, such as a confirmation page or a thank\-you page\. This could enhance the user experience by reducing the need for the user to re\-enter their email address, as well as increasing the likelihood of successful subscription by ensuring that the email address is correct\. - Better engage users: Let's say Fnac is promoting a special offer for its members, which requires users to fill out a form to sign up for the promotion\. The form could include fields for the user to enter their name, email address, and Fnac membership number\. The dynamic text feature could be used to automatically populate the user's name in the greetings final screen, to make it more engaging\. **✏️ Product design:** - **Product package:** AI\-driven Personalization - **Product scope:** Widget Editor - **Target Persona**: Marketer - **Main updates:** - In text fields, allow users to select any form field added to the widget - For each selected variable, ability to define a ""default"" value, to display in case no value is retrieved \-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\- will be filled later \-\-\-\-\-\-\-\-\-\-\-\-\- ## 🎯 **Measuring Success** - **Goal 1:** indicate the goal of this topic - **Success metric:** indicate the key indicator of success that will measure the achievement of goal 1 ``` Copy and paste previous paragraph for each goal attached to this topic. Report to PDB Template - Slide 13 for examples ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic",,Complete,Released,18727476,No
Limit the number of events in the Pro plan,Limit the number of events a user can add to a widget in the free plan\. The goal is to encourage users who have an advanced use of the widget editor to subscribe to our premium plan\. The number of events available in the free plan should be determined based on current use of the Event Part \(with Mixpanel\)\.,,Complete,Released,18728790,No
Real time events logs,\-\-\> Check what Sebastien has done \-\-\> Check what statsig does \-\-\> What is the use case ? \-\-\> Build a page Currently released as,"

---
**User Feedback:**
- Bonjour, Pour suivre plus facilement si notre test se fonctionne correctement dès le début du lancement sans attendre les 40 minutes de remontée de résultat. Est-ce qu'on pourrait avoir un outil qui remonte en temps réel les hits déclenchés sur le test par exemple les pages vues, quand un objectif est déclenché, la variation du visiteur, l'appareil etc...",Closed,Rejected,18765321,No
Experiment creation flow specification,\-\-\> Specify which information are needed to add in experiment creation flow to unlock sequential testing and more,,In Progress,Development in progress,18766096,No
Emojis in widget editor texts,"**Summary** Allow users to use emojis in widget editor texts\. **User Story** As a user, I want to be able to use emojis in widget editor texts so that I can more easily express my thoughts and feelings\. **Use Case** Users will use the feature by selecting an emoji when writing a text on the widget editor\. The emojis will appear as part of the text they create and will be saved with that text\. **Requirements** - Users should be able to select an emoji from a list of available options in the widget editor\. - Users should be able to see their chosen emoji within the text they have created\. - Emojis should be saved with the corresponding text when users save the text within the widget editor\.",,Complete,Released,18867141,No
Hidden fields in forms,"We need to allow users to add hidden fields elements to their forms in the Widget Editor\. This will give them the ability to store additional information associated with submitted responses as well as have a more powerful tool when creating forms\. **User Needs** - Ability to add hidden fields elements to their form - Ability to store additional information associated with submitted responses **Requirements** - Allow users to add a new element type, “Hidden Fields” onto a form - Allow users to customize the data they would like stored in hidden fields - Ensure data stored in hidden fields is not visible to the user filling out the form","

---
**User Feedback:**
- Add a new type of field in form in the widget editor to be able to sent data not displayed (fixed of filed with data variable)https://www.w3schools.com/tags/att_input_type_hidden.asp Exemple : Recaptcha code ID of marketing campaign
- Super needed for newsletter and all other type of forms.",Complete,Released,18867231,No
Collective actions in the widget editor,"**Summary:** Allow users to apply a same action to several elements or edit several elements at the same time\. **User Story** As a user, I want to be able to select several elements of a widget and perform an action \(for instance: delete, hide\.\.\.\) or edit the same property \(for instance: position, size, alignment\.\.\.\) on all of them\. This will be time saving\. **Use Case** Users will use this feature to select several elements of a widget\. They will be able to apply any action from a given list to all the elements selected\. They will also be able to edit some properties that all selected elements have\. For example, they will be able to resize or change the position of all selected elements\. If users select several text elements, they will be able to edit the font\-size of all texts\. **Requirements** \- Users should be able to select several elements\. \- Users should be able to select an action to apply to all elements at the same time\. \- Actions should apply to all elements when users validate \- Users should be able to edit properties that all elements have \- Users should be able to edit properties that all selected elements share \- Changes should apply to all element when users validate","

---
**User Feedback:**
- Allow collective actions in the widget editor SummaryAllow users to apply a same action to several elements or edit several elements at the same time.User StoryAs a user, I want to be able to select several elements of a widget and perform an action (for instance: delete, hide...) or edit the same property (for instance: position, size, alignment...) on all of them. This will be time saving.Use CaseUsers will use this feature to select several elements of a widget. They will be able to apply any action from a given list to all the elements selected. They will also be able to edit some properties that all selected elements have. For example, they will be able to resize or change the position of all selected elements. If users select several text elements, they will be able to edit the font-size of all texts.Requirements- Users should be able to select several elements.- Users should be able to select an action to apply to all elements at the same time.- Actions should apply to all elements when users validate- Users should be able to edit properties that all elements have- Users should be able to edit properties that all selected elements share- Changes should apply to all element when users validate",Under Review,New idea,18895145,No
Automatic widget translation in any language,"For the launch of our Widget Premium plan users will be able to manually translate all the texts displayed in their widget in any language\. the ""automatic translation"" feature, that will be added after the launch of the Premium plan, will extend this capability: from the ""translation"" section, users will just have to click on the button ""Automatic translations"" to entirely translate all the widget texts in the desired languages in one click\.","

---
**User Feedback:**
- Need !
- Highly expected
- Request by the following prospects: Triumph Alpha Industries Paulmann --&gt; were using DY and will switch to Kameleoon - they stated that DY already has this capability Lampenwelt Jack Wolfkin
- very useful for customers who have environments in all languages and when all is managed from France. Exemple Yves Rocher, it saves time and avoids potential translation errors.
- super nice for international websites",Complete,Released,18918309,No
FM&E Free Trial - Part 1,,,Complete,Released,18930490,Yes
FM&E Free Trial - Part 2,,,Complete,Released,18930506,Yes
AI Content Assistant,"Harness the power of AI with our new content assistant, made to help you write all your widgets texts\. Take the content you have created and use Content Assistant to rewrite, summarize, expand it or change tone of your text\.",,Complete,Released,18932104,No
Global goal tracking for FF,"## 📒 **Feature short description:** This feature will allow users of FME to track some global KPIs for their feature for delivery rules in addition to experiment rules now\. Overall, tracking product KPIs and key metrics is essential for successful product development and can help teams make informed decisions, improve the user experience, and drive business growth\. ## 😥 Problem **Problem Statement:** 1. **Lack of direction:** Without clear KPIs and metrics, product teams may struggle to prioritize features and make informed decisions about how to allocate resources\. 1. **Inefficient use of resources:** Without data\-driven insights, teams may waste time and resources building features that don't resonate with users or contribute to the product's overall success\. 1. **Missed opportunities:** Without tracking KPIs and metrics, teams may miss out on opportunities to optimize the product and improve the user experience, potentially leading to churn or lost revenue\. 1. **No definition of success:** Teams may become demotivated if they don't have clear benchmarks for success or feel like their work isn't making a meaningful impact on the product\. **Workaround:** - **Existing workaround:** Yes - **Workaround description:** Use Feature Experiments to track goals and use them as a measure for targeted delivery to the same segment \(with the same variation\)\. ## 💡 Solution **Key benefits**: 1. **Improved decision\-making:** By monitoring KPIs and metrics, teams can better understand how users are engaging with the product, and use this data to inform future feature releases and improvements\. 1. **Increased accountability:** Tracking KPIs and metrics can help team members stay accountable for their work, as it provides a clear benchmark for success\. 1. **Faster iteration:** With data\-driven insights, teams can quickly iterate and make changes to the product based on user feedback and behavior\. 1. **Better user experience:** By tracking key metrics, teams can identify pain points in the user journey and make targeted improvements to enhance the overall user experience\. 1. **Increased revenue:** Tracking KPIs such as conversion rates, average revenue per user, and customer lifetime value can help teams identify opportunities to increase revenue and drive business growth\. **✏️ Product design:** - **Product package:** Feature Management - **Product scope:** Inside rule configuration overlay - **Target Persona**: All - **Main updates:** - Additional page in the ***Set up*** menu ➞ ""Goals"" ![](https://pb-files.s3.amazonaws.com/production/attachments/570e363a556b47a0492d36fd6eb2dd162c21983f5f28fbb86ed51feeb75cdf60/image.png) ![](https://pb-files.s3.amazonaws.com/production/attachments/6a2577a17a51a4e6aa3221859bc854a63597cd88d268a9c3d8fc396abc8a9e4e/image.png) ## 🎯 **Measuring Success** - **Goal 1:** Feature adoption - **Success metric:** No\. of rollbacks configured --- ## 📄 Attached documents - **Figma file**: [Designs](https://www.figma.com/file/s2i4MS9OpfJ9RidwRgPGCM/FF_Goals%26Rollbacks?node-id=1-3023)",,Complete,Released,18932212,No
Multiple steps form,Ability to create a unique form divided into different steps \(on per screen\),,Under Review,New idea,18933028,Yes
Eyedropper in color picker panel,"Addition of the ""eydropper"" action in our color picker panel",,Complete,Released,18933088,Yes
VSCE v4.2,,,Complete,Released,18938486,Yes
VSCE - Switch button for Feature Flag,,,Complete,Released,18938537,Yes
"VSCE - Errors, warnings and infos",,,Complete,Released,18938581,Yes
Copy link to custom dashboard URLs,"## 📒 **Feature short description:** Describe what the feature does\. ``` This button at the top of the dashboards will enable all users to easily copy and share a given version of their dashboards (with the applied filters, views and/or search terms). ``` ## 😥 Problem **Problem statement:** What problem are we trying to solve with this feature? Or, what is the opportunity we are addressing? ``` As a marketer, when I want to share a given version of my dashboard, it's not easy to do so because I don't have any parameter in my URL to custom it based on filters/search parameters. ``` **Workaround:** - **Existing workaround:** No ## 💡 Solution **Key benefits**: What value does this feature bring to the user? ``` Gain time Easy collaboration between users ``` **✏️ Product design:** - **Product package:** Web Experimentation \/ Full Stack Experimentation \/ Feature Management - **Product scope:** Experiments, Personalizations, FF, Segments, Goals, Widgets dashboards for now \(and then, when next dashboards will be migrated, they will also be impacted\) - **Target Persona**: Marketer - **Main updates:** In bullets, concisely describe what your solution consists of: - Custom dashboards URLs, with parameters, depending on the activated filters \/ views \/ search terms in the user browser's navigation bar \(already in production\) - A link at the top of each dashboard, on click on which the URL will be copied into the clipboard - Ability to share views through a secondary action added in the Views sidebar ## 🎯 **Measuring Success** - **Goal 1:** Usage of the feature - **Success metric:** Nb of clicks on the link, on each dashboard --- ## 📄 Attached documents - **Figma file**: [Embedded content](https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Ffile%2FTQhxomh8UjFFUGR6ZoInOn%2FShare-filters-option%3Fnode-id%3D17-173%26t%3DvZtLLC3UKQKPOpDI-0) - **Redmine ticket**: - **Image:** ![](https://pb-files.s3.amazonaws.com/production/attachments/4c0f8c7c14bef7f9358c6c433adb71b9ac4423dc1c3dce4efe8361aa2c21c834/image.png)",,Complete,Released,18939819,No
Clickhouse DM improvements,,,Under Review,New idea,18958199,Yes
SDK Filter / Breakdown,Add a new filtering and breakdown capability\. Be able to filter visits\/visitors which have add at least one event sent by an SDK\. Be able to breakdown campaigns results according to which SDK was used to send events for a visit \/ visitor\. As well as which version of the SDK was used\.,,Complete,Released,19150913,No
Widget Summer Release,,,Complete,Released,19219381,Yes
[TechDebt] Polyglot refactoring,,,In Progress,Development in progress,19260753,Yes
[TechDebt] Audience Table Migration,,,In Progress,Development in progress,19260793,Yes
FM&E Free Trial - Part 3,,,Complete,Released,19274590,Yes
FM&E Free Trial - Part 4,,,Complete,Released,19312143,Yes
mParticle Integration,"## 📒 **Feature short description:** Describe what the feature does\. This integration will send exposure events to mParticle\. ## 😥 Problem **Problem statement:** What problem are we trying to solve with this feature? Or, what is the opportunity we are addressing? mParticle users would like to analyze their Kameleoon campaign from mParticle\. **Workaround:** - **Existing workaround:** Yes - **Workaround description:** A custom analytics can do the job\. ## 💡 Solution **Key benefits**: What value does this feature bring to the user? - Native integration that allows the user to receive mParticle events when a visitor is targeted by a Kameleoon Experiment or Personalization\. **Use Cases:** Share use cases where this feature would help our users\. - You are using mParticle, and you would like to track your Kameleoon campaigns using mParticle events\. **✏️ Product design:** - **Product package:** Web Experimentation - **Product scope:** Integration page, Result page, Code Editor, Graphic Editor, Personalization builder - **Target Persona**: Marketer \/ PM - **Main updates:** Typical analytics integration ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- for Tele2",Complete,Released,19330648,No
Widget editor - HTML editing of text fields,,,Complete,Released,19401639,Yes
