id,feature_type,created_at,updated_at,name,description,state_name,releases,parent_id,parent_name,owner_name,tags,start_date,end_date,teams,Marketer,Product Manager,Developer,"",Business impact,User benefits,AB Tasty,Optimizely,Launchdarkly,VWO,Statsig,Eppo,Adobe Target,Split,Product Spec,Development,Design Assets,Effort in sprints,Strategic objective,React / Native 🔵,Flutter 🔵,Android 🔵,Go 🔴,Python 🔴,Node JS 🔴,PHP 🔴,C# 🔴,Java 🔴,JS/TS 🔵,iOS 🔵,Ruby 🔴,Released with Feature Flag,Adoption flow done,User testing done,Squad,=,% of users who tried after 2 weeks,Total effort in sprints,Main justification,Benefit Score,Ratio Benefits / Effort,Customers can self-onboard with our A/B testing platform priority,Customers can self-onboard with our A/B testing platform value,Address critical user pain points (cleaning) priority,Address critical user pain points (cleaning) value,Increase user engagement priority,Increase user engagement value,Build a very first MVP on Product Recommendation priority,Build a very first MVP on Product Recommendation value,Developers can install and operate Kameleoon without any external support priority,Developers can install and operate Kameleoon without any external support value,Demonstrate product/market fit for Feature Management priority,Demonstrate product/market fit for Feature Management value,Tech re-architecturing of our machine learning algorithms priority,Tech re-architecturing of our machine learning algorithms value,Add new ways of analyzing campaigns data priority,Add new ways of analyzing campaigns data value,Improve the success rate of our data existing solutions priority,Improve the success rate of our data existing solutions value,Make our existing AI solution usable in self mode by our customers priority,Make our existing AI solution usable in self mode by our customers value,Continue major tech-debt re-platforming effort priority,Continue major tech-debt re-platforming effort value,Provide the testing infrastructure to allow all squads to test and ship new features priority,Provide the testing infrastructure to allow all squads to test and ship new features value,Release with a minimal user impact priority,Release with a minimal user impact value,Increase developers engagement priority,Increase developers engagement value,Ensure our product is stable as it scales and we stretch our product lines priority,Ensure our product is stable as it scales and we stretch our product lines value, priority, value,#1  - Frictionless experience priority,#1  - Frictionless experience value,#2 - Needs of mature XP teams priority,#2 - Needs of mature XP teams value,#3 - AI-Innovation priority,#3 - AI-Innovation value,Finish all LOT 1 Capabilities priority,Finish all LOT 1 Capabilities value,Liliia: Ratio metrics priority,Liliia: Ratio metrics value,Alisher : Data query + missing stats. methods priority,Alisher : Data query + missing stats. methods value,Goal Metadata priority,Goal Metadata value,RP Satisfaction = Fix RP Design inconsistencies + Feedback priority,RP Satisfaction = Fix RP Design inconsistencies + Feedback value,Migrate Users RP: RP LOT 2: Add views and Comments priority,Migrate Users RP: RP LOT 2: Add views and Comments value,CSV File Widget priority,CSV File Widget value,Goal improvements with Graphic editor priority,Goal improvements with Graphic editor value,Live Events priority,Live Events value,Global alerts priority,Global alerts value,Opportunities in Alerts / AI Assist priority,Opportunities in Alerts / AI Assist value,Pre-built  segments: priority,Pre-built  segments: value,Statistical capabilities priority,Statistical capabilities value,Widget Studio in RP priority,Widget Studio in RP value,Statistical capabilities priority,Statistical capabilities value,Designer,SDK checklist
27837699,subfeature,2024-07-04 05:54:08 UTC,2025-04-04 14:23:04 UTC,Mixpanel Server Event Streaming,User story \#28948 \- Mixpanel Event Dispatcher   <https://project.kameleoon.net/issues/28948> ,Released,,27837725,Back-to-back bridges / Multi-env analytics for feature flags,Isabelle Ung,_⭐ Integrations Squad,2024-09-02,2025-04-01,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27837701,subfeature,2024-07-04 05:54:53 UTC,2025-04-04 14:23:02 UTC,Segment Server Event Streaming,User story \#28949 \- Segment Event Dispatcher   <https://project.kameleoon.net/issues/28949> ,Released,,27837725,Back-to-back bridges / Multi-env analytics for feature flags,Isabelle Ung,_⭐ Integrations Squad,2024-09-03,2025-04-01,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27837725,feature,2024-07-04 05:57:30 UTC,2025-07-24 16:10:32 UTC,Back-to-back bridges / Multi-env analytics for feature flags,"",Released,,9564652,Common integrations,Isabelle Ung,_⭐ Integrations Squad,2024-02-02,2025-03-31,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27843372,feature,2024-07-04 14:00:26 UTC,2024-07-04 14:02:03 UTC,Scrolling Text Element,"",Released,,12429296,New elements,Lily from Kameleoon,_⭐ Visual Builders Squad,2024-05-27,2024-06-30,,,,,,60,,,,,,,,,,,,,,#2 - Needs of mature XP teams,,,,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27849911,feature,2024-07-05 08:44:49 UTC,2024-07-05 08:44:49 UTC,Add new currencies,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27853724,feature,2024-07-05 14:30:22 UTC,2024-11-07 13:41:50 UTC,Control Variant Selection,"We're enhancing the user experience for variation selection in feature experiments, ensuring users can easily define and identify the control \(reference\) and treatment variations\. Key updates include: <p></p> - Dedicated **Control** and **Treatment\(s\)** variation dropdown on the setup page, defaulting to ""Off"" but editable\. - Help and tooltips for better guidance during setup\. - Clear labeling of the Control variation on the reporting page\. - Automatic hiding of unused variations in reports\. - The Control variation will automatically be selected as the reference in the Custom View settings\. <p></p> These updates aim to improve clarity and streamline experiment creation\. ",Released,,9564875,Feature Management & Experimentation (FM&E),Junaid Gulzar Malik,_⭐ Feature Experimentation Squad,2024-05-05,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27868567,feature,2024-07-08 09:37:45 UTC,2025-02-10 11:48:33 UTC,AI Widget Generator,"",Released,,12429128,Core,Lily from Kameleoon,_⭐ Visual Builders Squad,2024-06-26,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27868602,feature,2024-07-08 09:39:33 UTC,2025-11-01 07:52:16 UTC,Preview / Custom Templates,"",Design in progress,,12428951,Design Tab,Lily from Kameleoon,_⭐ Visual Builders Squad,2024-07-01,2025-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27875389,feature,2024-07-08 14:24:20 UTC,2024-07-08 14:24:20 UTC,test card,"",New idea,,6783323,Web Experimentation,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27888985,feature,2024-07-09 12:26:24 UTC,2025-10-31 20:40:38 UTC,Product Reco App Redesign,"",Development in progress,,9564712,Product recommendation,Ivan Kulagin,"",2024-07-08,2025-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27903172,feature,2024-07-10 09:46:43 UTC,2024-07-10 09:46:43 UTC,Confidence interval display over time,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27903181,feature,2024-07-10 09:47:26 UTC,2024-07-10 09:47:26 UTC,Select Goals - Multiple duplication,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28005500,feature,2024-07-18 14:25:37 UTC,2024-07-18 14:25:37 UTC,CUPED: Add breakdown formulas,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28005517,feature,2024-07-18 14:25:57 UTC,2024-07-18 14:25:57 UTC,Sequential Testing : Add breakdown formulas,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28005732,feature,2024-07-18 14:36:45 UTC,2024-07-18 14:37:22 UTC,Results Page BI,"Some requests to allow Data queries and extra graphs within the RP         ""We would like to use the Kameleoon Dashboard more intensively\. Currently we're only exporting the data, and analyze it in Excel\. A view changes in your dashboard it could help us immensively: \- Dynamic processing of test results in the tool itself \(test dashboard\) \- Other visualization preferred, this is not something you could pass on without editing \- If you could convert the results of a goal into a bar chart or pie chart and enter whether it is significant and a winner directly in the tool \-\> this would help us to make the process of the conclusion easier and faster"" ",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28089739,feature,2024-07-26 08:00:03 UTC,2024-07-26 08:00:03 UTC,Report with Variant Display & Performance,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28246833,feature,2024-08-12 09:02:09 UTC,2025-01-13 09:14:49 UTC,Kameleoon Lite,User story \#30146 \- Kameleoon Lite   <https://project.kameleoon.net/issues/30146> ,Rejected,,6783364,"Data, Common  & Infrastructure",Yassin Hassan,_⭐ Admin & Engine Squad,2024-09-01,2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28263334,feature,2024-08-13 12:23:31 UTC,2025-07-08 09:41:57 UTC,Quantum Metric Integration,Regular analytics integration\. <p></p> User story \#29568 \- Quantum Metric Integration   <https://project.kameleoon.net/issues/29568> ,Released,,32146615,Integrations,Isabelle Ung,_⭐ Integrations Squad,2024-08-01,2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28264826,feature,2024-08-13 14:09:07 UTC,2025-07-08 09:59:57 UTC,Segment.io Event Streaming to automatically do the cross-device reconciliation,"## 📒 **Feature short description:** When events are received, user the user ID provided in the event to do the data API for cross\-device reconciliation with the visitorCode\.      Discussed w\/ Fred and Yassin on August 13th 2024\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory  \(paste link\) - **Image:** mandatory, to illustrate the topic <p></p> ",New idea,,9564652,Common integrations,Isabelle Ung,_⭐ Integrations Squad,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28694282,feature,2024-08-16 14:39:47 UTC,2024-08-16 14:39:47 UTC,Add a 'focus/selected' state to a button,"",New idea,,12428951,Design Tab,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28695074,feature,2024-08-16 15:47:09 UTC,2024-08-16 15:47:09 UTC,Add more options to the Translation event,"",New idea,,12428956,Events Tab,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28695406,feature,2024-08-16 16:21:08 UTC,2024-08-16 16:21:08 UTC,Automatically create tracking for clickable elements,"",New idea,,12429128,Core,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28808352,feature,2024-08-20 15:04:35 UTC,2024-08-20 15:04:35 UTC,CD & Breakdown : alignment,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28808357,feature,2024-08-20 15:05:15 UTC,2024-08-20 15:05:15 UTC,Aggregated export improvements,"",New idea,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28953999,feature,2024-09-02 10:38:32 UTC,2024-10-15 09:57:08 UTC,Using widget HTML template,"",Released,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,2024-09-02,2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28954078,feature,2024-09-02 10:47:43 UTC,2024-10-28 12:06:54 UTC,Reference CSS Selector enhancements,"",Released,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,2024-07-22,2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28954091,feature,2024-09-02 10:49:41 UTC,2025-01-22 09:32:33 UTC,<picture> tag support,"",Released,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,2024-11-19,2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28954110,feature,2024-09-02 10:51:23 UTC,2024-10-28 12:06:52 UTC,Custom data support in the text editor,"",Released,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,2024-08-15,2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28954169,feature,2024-09-02 10:55:40 UTC,2025-01-22 09:32:29 UTC,Onboarding flow for Graphic Editor,"",Released,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,2024-10-09,2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29122413,feature,2024-09-17 13:05:47 UTC,2025-04-03 09:56:56 UTC,Users - Add filter and sort for last login,"## 📒 **Feature short description:** Being able to filter and sort the last login on the list of users\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory  \(paste link\) - **Image:** mandatory, to illustrate the topic <p></p> ",New idea,,31139417,Users & Teams,Yassin Hassan,"_⭐ Admin & Engine Squad, 🎨 design needed",,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29122441,feature,2024-09-17 13:07:30 UTC,2025-04-03 09:56:45 UTC,Users - Export list of users after applying filters,"## 📒 **Feature short description:** Being able to export list of users after applying filters\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory  \(paste link\) - **Image:** mandatory, to illustrate the topic <p></p> ",New idea,,31139417,Users & Teams,Yassin Hassan,"_⭐ Admin & Engine Squad, 🎨 design needed",,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29126134,feature,2024-09-17 16:13:55 UTC,2025-07-08 10:15:34 UTC,Tableau Integration,"",New idea,,32146897,New integrations,Isabelle Ung,_⭐ Integrations Squad,,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29151585,feature,2024-09-19 11:22:44 UTC,2024-11-07 13:41:47 UTC,JS / CSS Feature Variable,"**Overview:**   This feature allows users to set JavaScript \(JS\) and CSS code directly in feature experiments, enhancing flexibility and control in experimentation\. By introducing two new variable types \(JS and CSS\) in the UI, users can comfortably input custom code\. **Key Benefits:** - Seamlessly integrates JS\/CSS into the Kameleoon engine for enhanced customization\. - Easy\-to\-use UI with adjustable text boxes for writing code\. - Backend and SDK support ensures smooth experiment updates and tracking\. <p></p> Ideal for customers seeking to apply custom code directly in their feature experiments\. ",Released,,9564875,Feature Management & Experimentation (FM&E),Junaid Gulzar Malik,_⭐ Feature Experimentation Squad,2024-07-29,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29151630,feature,2024-09-19 11:27:54 UTC,2025-09-26 14:03:56 UTC,FE Compatibility - Audiences Explorer,"",Released,,9564875,Feature Management & Experimentation (FM&E),Junaid Gulzar Malik,_⭐ Feature Experimentation Squad,2025-03-11,2025-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29291225,feature,2024-09-30 10:58:51 UTC,2025-04-22 08:25:06 UTC,AI generated variation,"",Planned,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411377,feature,2024-10-10 13:40:50 UTC,2025-07-08 10:06:00 UTC,Send raw data to BigQuery,"## 📒 **Feature short description:** Enhance the DWH connector to send additional raw campaign data to Google BigQuery\. Currently, only basic data such as nonce, visitor\_code, custom\_visitor\_id, timestamp, experiment\_id, and variation\_id are exported\. Expanding the data set to include goals, device type, OS, browser, timezone, referrer URL, landing page, country, and duration will provide more comprehensive insights for analysis and reporting\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory  \(paste link\) - **Image:** mandatory, to illustrate the topic <p></p> ",New idea,,32146623,Data warehouses topics,Isabelle Ung,_⭐ Integrations Squad,,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29413090,feature,2024-10-10 15:20:43 UTC,2025-01-08 14:39:26 UTC,How to classify cookie with no CMP,"## 📒 **Feature short description:** Some customers need to classify every cookie for their cookies\/consent policies, but without specific guidelines in the documentation, they have classified Kameleoon cookies as ""statistics\."" It would be helpful to include clear instructions in the documentation on how clients who don’t use a CMP \(Consent Management Platform\) should classify Kameleoon cookies\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory  \(paste link\) - **Image:** mandatory, to illustrate the topic <p></p> ",New idea,,6783364,"Data, Common  & Infrastructure",Yassin Hassan,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29435864,subfeature,2024-10-14 09:35:00 UTC,2024-10-14 09:35:06 UTC,NPS Element,"",Development in progress,,25754093,Enhance feedback management features,Lily from Kameleoon,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29435889,subfeature,2024-10-14 09:35:40 UTC,2024-10-14 09:36:05 UTC,NPS Element,"",Development in progress,,25754093,Enhance feedback management features,Lily from Kameleoon,"",2024-07-01,2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29435919,subfeature,2024-10-14 09:38:17 UTC,2025-09-26 13:07:48 UTC,NPS Element,"",Released,,25754093,Enhance feedback management features,Lily from Kameleoon,_⭐ Visual Builders Squad,2024-03-18,2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29442892,feature,2024-10-14 12:46:45 UTC,2025-06-06 12:46:55 UTC,Ratio metrics in new RP,Asked by Loblaws <span data-preserve-white-space></span> \-\-\> Also includes reliability computation for said metric <p></p> A metric is computed from one or more goal\. ,Candidate,,6783364,"Data, Common  & Infrastructure",Tribe Marketers,_⭐ Reporting Squad,2025-07-13,2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29443022,feature,2024-10-14 12:54:20 UTC,2025-04-07 07:45:28 UTC,Native Goals Improvements,"",Planned,,6783364,"Data, Common  & Infrastructure",Calixthe Mattei,#VOC1_2025,2025-05-01,2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29452904,feature,2024-10-15 08:25:27 UTC,2025-03-10 10:04:11 UTC,Barrier-free accessibility,"",New idea,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,,,,,,,,40,,,,,,,,,,,,,,#1  - Frictionless experience,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29452971,feature,2024-10-15 08:30:33 UTC,2025-04-07 14:09:22 UTC,Graphic Editor Localization,"",New idea,,9564787,Graphic editor,Ivan Kulagin,_⭐ Campaign Creation Squad,2026-01-01,2026-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29462673,feature,2024-10-15 20:55:02 UTC,2024-10-15 20:55:02 UTC,Advent Calendar Element,"",New idea,,12429296,New elements,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29462902,feature,2024-10-15 21:24:20 UTC,2024-10-15 21:31:56 UTC,Scrolling Text Banner Templates,"",New idea,,12429128,Core,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29462987,feature,2024-10-15 21:36:14 UTC,2024-10-15 21:39:56 UTC,Piñata Widget,"",New idea,,12429296,New elements,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29463102,feature,2024-10-15 21:55:20 UTC,2024-10-15 21:55:56 UTC,Paste Text Without Formatting,"",New idea,,12428951,Design Tab,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29463176,feature,2024-10-15 22:06:33 UTC,2024-10-15 22:06:33 UTC,Screen Positioning on the Page,"",New idea,,12429128,Core,Lily from Kameleoon,_⭐ Visual Builders Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
